track,artist,final_emotion,lyrics,reason
Dance Macabre,Cradle of Filth,fear,,LYRICS_NOT_FOUND
Cinema,Modern Witch,fear,,LYRICS_NOT_FOUND
THE DOLL HOUSE II,川井憲次,fear,,LYRICS_NOT_FOUND
"Viens, Les Gazons Sont Verts",Kaada/Patton,fear,,LYRICS_NOT_FOUND
How Life Was Meant To Be Lived,Slow Dancing Society,fear,,LYRICS_NOT_FOUND
"Cloudy, Since You Went Away",The Caretaker,fear,,LYRICS_NOT_FOUND
Dead People's Things,Deathprod,fear,,LYRICS_NOT_FOUND
Long Term (Remote),The Caretaker,fear,,LYRICS_NOT_FOUND
Just Another Day On The Beach,Michael Giacchino,fear,,LYRICS_NOT_FOUND
Benundrum,Michael Giacchino,fear,,LYRICS_NOT_FOUND
VIPs,Skrillex,fear,,LYRICS_NOT_FOUND
Foolishment,Thomas Newman,fear,,LYRICS_NOT_FOUND
Muntz's Dark Reverie,Skywalker Sound,fear,,LYRICS_NOT_FOUND
"""This Is Me.""",Michael Giacchino,fear,,LYRICS_NOT_FOUND
The Munsters,Jack Marshall,fear,,LYRICS_NOT_FOUND
Solar II,Vestigial,fear,,LYRICS_NOT_FOUND
Octane,Orbital,sadness,,LYRICS_NOT_FOUND
Liberation Begins,A.R. Rahman,neutral,,LYRICS_NOT_FOUND
The Adventures of Tintin,John Williams,sadness,,LYRICS_NOT_FOUND
The Mission Theme (Theme for NBC News),John Williams,neutral,,LYRICS_NOT_FOUND
Ceci N'Est Pas du Disco,Jason Forrest,neutral,,LYRICS_NOT_FOUND
Path to Earth,Two Steps from Hell,neutral,,LYRICS_NOT_FOUND
Hedgehog's Dilemma,鷺巣詩郎,sadness,,LYRICS_NOT_FOUND
Three Thousand Five Hundred And Ninety One Benches,Jóhann Jóhannsson,reflective,,LYRICS_NOT_FOUND
Photon,VNV Nation,neutral,,LYRICS_NOT_FOUND
Adam,Me'Shell Ndegéocello,reflective,,LYRICS_NOT_FOUND
(Serpens Caput),Agalloch,sadness,,LYRICS_NOT_FOUND
Our Own Roof,Nils Frahm,sadness,,LYRICS_NOT_FOUND
Chasm,坂本龍一,sadness,,LYRICS_NOT_FOUND
TM,Nosaj Thing,sadness,,LYRICS_NOT_FOUND
Sheets and Cylinders,Shipping News,sadness,,LYRICS_NOT_FOUND
Aerial Tal,Kate Bush,reflective,,LYRICS_NOT_FOUND
Tak 4,Plaid,calm,,LYRICS_NOT_FOUND
Winterfell,Ramin Djawadi,sadness,,LYRICS_NOT_FOUND
Sigur 9A (untitled),Sigur Rós,reflective,,LYRICS_NOT_FOUND
"Main Theme From ""Missing""",Vangelis,neutral,,LYRICS_NOT_FOUND
Vicious Game,David Carretta,excitement,,LYRICS_NOT_FOUND
Lacunar Amnesia,The Caretaker,sadness,,LYRICS_NOT_FOUND
Il triello,Ennio Morricone,neutral,,LYRICS_NOT_FOUND
The Hitchhiker's Guide To The Galaxy,Joby Talbot,joy,,LYRICS_NOT_FOUND
Christmastime Is Here (Alternate Vocal Take 5),Vince Guaraldi Trio,reflective,,LYRICS_NOT_FOUND
WInter Night,Jesper Kyd,reflective,,LYRICS_NOT_FOUND
Brainwave,Phace,neutral,,LYRICS_NOT_FOUND
Invader,Jesper Kyd,neutral,,LYRICS_NOT_FOUND
Slaughterhouse,Jesper Kyd,neutral,,LYRICS_NOT_FOUND
Weapon Select Beats,Jesper Kyd,neutral,,LYRICS_NOT_FOUND
Mira,Curtis Schweitzer,neutral,,LYRICS_NOT_FOUND
Art Decade (1999 Digital Remaster),David Bowie,reflective,,LYRICS_NOT_FOUND
Il Triello (The Trio - Main Title) (2004 Digital Remaster),Ennio Morricone,neutral,,LYRICS_NOT_FOUND
Hymie's Him,Public Image Ltd.,sadness,,LYRICS_NOT_FOUND
Domine in virtute tua laetabitur rex,Gorgoroth,fear,,LYRICS_NOT_FOUND
Food Is Still Hot,Karen O and the Kids,sadness,,LYRICS_NOT_FOUND
Kesson Daslef,Aphex Twin,sadness,,LYRICS_NOT_FOUND
Refur,Sigur Rós,sadness,,LYRICS_NOT_FOUND
Mina Hinoo,Eric Serra,sadness,,LYRICS_NOT_FOUND
Celes,植松伸夫,sadness,,LYRICS_NOT_FOUND
Tina,植松伸夫,sadness,,LYRICS_NOT_FOUND
String Quartet No. 5: I.,Kronos Quartet,sadness,,LYRICS_NOT_FOUND
Mystery Man,Terje Rypdal,sadness,,LYRICS_NOT_FOUND
5-9-78,Boards of Canada,sadness,,LYRICS_NOT_FOUND
24 Waves,Emptyself,sadness,,LYRICS_NOT_FOUND
An Ending(Ascent),Brian Eno,sadness,,LYRICS_NOT_FOUND
The Lonely Man Theme,Joe Harnell,sadness,,LYRICS_NOT_FOUND
2_1,Brian Eno,sadness,,LYRICS_NOT_FOUND
Lolita On Humbert's Lap,Ennio Morricone,sadness,,LYRICS_NOT_FOUND
"The School for Scandal Overture, Op. 5",Samuel Barber,sadness,,LYRICS_NOT_FOUND
My Angel Rocks Back and Forth,Four Tet,reflective,,LYRICS_NOT_FOUND
Ikebana,Kevin Shields,reflective,,LYRICS_NOT_FOUND
HI/LO,Battles,reflective,,LYRICS_NOT_FOUND
Ask The Dust,Soulsavers,sadness,,LYRICS_NOT_FOUND
Oxygene Part 2,Jean Michel Jarre,reflective,,LYRICS_NOT_FOUND
Montreal Love Theme,Chinawoman,sadness,,LYRICS_NOT_FOUND
Mr. Groove,Euge Groove,reflective,,LYRICS_NOT_FOUND
La Noche,Coca & Villa,reflective,,LYRICS_NOT_FOUND
Chatterbox,Albert Collins,sadness,,LYRICS_NOT_FOUND
Two Evils,Akira Yamaoka,sadness,,LYRICS_NOT_FOUND
The Hour Undone,Escape the Day,sadness,,LYRICS_NOT_FOUND
You Can't Go Home Again,Chet Baker,reflective,,LYRICS_NOT_FOUND
Ydolem,Sven Väth,reflective,,LYRICS_NOT_FOUND
Last Words,Escape the Day,sadness,,LYRICS_NOT_FOUND
Part 8,William Basinski,calm,,LYRICS_NOT_FOUND
Transylvanian Lullaby,Erutan,neutral,,LYRICS_NOT_FOUND
Branle Des Chevaux,Erutan,joy,,LYRICS_NOT_FOUND
Temple of the Sky,Erutan,neutral,,LYRICS_NOT_FOUND
Welcome to Cork,Erutan,neutral,,LYRICS_NOT_FOUND
Banish Misfortune,Erutan,neutral,,LYRICS_NOT_FOUND
Peaceful,Miles Davis,calm,,LYRICS_NOT_FOUND
"Untitled #1 (a.k.a. ""Vaka"")",Sigur Rós,sadness,,LYRICS_NOT_FOUND
- Marche funebre,Frédéric Chopin,reflective,,LYRICS_NOT_FOUND
Swollen Stranger,Basque,reflective,,LYRICS_NOT_FOUND
Light Mass Prayer,Porcupine Tree,reflective,,LYRICS_NOT_FOUND
Moon Fever,Air,calm,,LYRICS_NOT_FOUND
Frida,Yann Tiersen,calm,,LYRICS_NOT_FOUND
Before Cologne,Ben Folds,calm,,LYRICS_NOT_FOUND
Iwakichi,Yann Tiersen,calm,,LYRICS_NOT_FOUND
While You Dooooo (Extended),Teebs,calm,,LYRICS_NOT_FOUND
Goodnight Boy,Arcade Fire,calm,,LYRICS_NOT_FOUND
Ouendake,Goldmund,calm,,LYRICS_NOT_FOUND
N.Y.C.'s No Lark,Bill Evans,calm,,LYRICS_NOT_FOUND
Le Singe Bleu,Vangelis,calm,,LYRICS_NOT_FOUND
0048 0729,Ólafur Arnalds,calm,,LYRICS_NOT_FOUND
Xibaba,Donald Byrd,calm,,LYRICS_NOT_FOUND
Walking into the Himalaya to Meditate,Nawang Khechog,calm,,LYRICS_NOT_FOUND
Je Suis Jamais Alle,Yann Tiersen,calm,,LYRICS_NOT_FOUND
with all my heart,goreshit,calm,,LYRICS_NOT_FOUND
Contrecoeur,Fedaden,calm,,LYRICS_NOT_FOUND
Dayvan Cowboy,Boards of Canada,calm,,LYRICS_NOT_FOUND
Olsen Olsen,Sigur Rós,joy,,LYRICS_NOT_FOUND
Festival,Sigur Rós,reflective,,LYRICS_NOT_FOUND
Where the Boats Go,M83,reflective,,LYRICS_NOT_FOUND
Endorphin,Burial,reflective,,LYRICS_NOT_FOUND
Aminals,Baths,calm,,LYRICS_NOT_FOUND
Kids Will Be Skeletons,Mogwai,reflective,,LYRICS_NOT_FOUND
Bathroom Girl,Air,reflective,,LYRICS_NOT_FOUND
Bocuma,Boards of Canada,reflective,,LYRICS_NOT_FOUND
The Moon Is Down,Explosions in the Sky,reflective,,LYRICS_NOT_FOUND
Fountains,M83,reflective,,LYRICS_NOT_FOUND
"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run",Sufjan Stevens,reflective,,LYRICS_NOT_FOUND
Klaus I Love You,M83,joy,,LYRICS_NOT_FOUND
Midnight Souls Still Remain,M83,calm,,LYRICS_NOT_FOUND
Love Like a Sunset,Phoenix,joy,,LYRICS_NOT_FOUND
Obvs,Jamie xx,joy,,LYRICS_NOT_FOUND
Eternity One Night Only,Cut Copy,calm,,LYRICS_NOT_FOUND
Candy Land,CocoRosie,joy,,LYRICS_NOT_FOUND
She Just Likes to Fight,Four Tet,calm,,LYRICS_NOT_FOUND
Night Sight,Air,reflective,,LYRICS_NOT_FOUND
Dive,Tycho,calm,,LYRICS_NOT_FOUND
Deep Blue Day,Brian Eno,calm,,LYRICS_NOT_FOUND
"Alanson, Crooked River",Sufjan Stevens,joy,,LYRICS_NOT_FOUND
J'ai Dormi Sous L'eau,Air,calm,,LYRICS_NOT_FOUND
In This Temple as in the Hearts of Man for Whom He Saved the Earth,Sufjan Stevens,sadness,,LYRICS_NOT_FOUND
Two Thousand And Seventeen,Four Tet,reflective,,LYRICS_NOT_FOUND
Detroit,Gorillaz,reflective,,LYRICS_NOT_FOUND
Lower Your Eyelids to Die With the Sun,M83,joy,,LYRICS_NOT_FOUND
Halcyon And On And On,Orbital,joy,,LYRICS_NOT_FOUND
Melt!,Flying Lotus,reflective,,LYRICS_NOT_FOUND
A Dream Within a Dream,The Glitch Mob,joy,,LYRICS_NOT_FOUND
For the Damaged Coda,Blonde Redhead,reflective,,LYRICS_NOT_FOUND
Art Decade,David Bowie,reflective,,LYRICS_NOT_FOUND
Where is my mind,Maxence Cyrin,reflective,,LYRICS_NOT_FOUND
Acrid Avid Jam Shred,Aphex Twin,reflective,,LYRICS_NOT_FOUND
Ezra,Flume,joy,,LYRICS_NOT_FOUND
The Waxen Pith,Aphex Twin,excitement,,LYRICS_NOT_FOUND
Same Dream China,Gold Panda,calm,,LYRICS_NOT_FOUND
5-4=Unity,Pavement,joy,,LYRICS_NOT_FOUND
Black Lake,Emancipator,reflective,,LYRICS_NOT_FOUND
When We Fall,Grouper,reflective,,LYRICS_NOT_FOUND
La Petite Fille De La Mer,Vangelis,joy,,LYRICS_NOT_FOUND
Iced Cooly,Boards of Canada,reflective,,LYRICS_NOT_FOUND
Emancipation,Helios,reflective,,LYRICS_NOT_FOUND
Melissa Juice,Boards of Canada,joy,,LYRICS_NOT_FOUND
Rafting Starlit Everglades,Baths,joy,,LYRICS_NOT_FOUND
Easy Tiger,Depeche Mode,calm,,LYRICS_NOT_FOUND
Rattlesnakes,Emancipator,reflective,,LYRICS_NOT_FOUND
Fragment II,Library Tapes,reflective,,LYRICS_NOT_FOUND
Safe in the Steep Cliffs,Emancipator,reflective,,LYRICS_NOT_FOUND
Erik's Song,Slowdive,reflective,,LYRICS_NOT_FOUND
Mango,Sascha Funke,reflective,,LYRICS_NOT_FOUND
Fok,Ólafur Arnalds,reflective,,LYRICS_NOT_FOUND
34 Ghosts IV,Nine Inch Nails,joy,,LYRICS_NOT_FOUND
Quitters Raga,Gold Panda,joy,,LYRICS_NOT_FOUND
Untangle,Four Tet,joy,,LYRICS_NOT_FOUND
Gambang,Grimes,reflective,,LYRICS_NOT_FOUND
Aegina Airlines,The Dead Texan,joy,,LYRICS_NOT_FOUND
A Calf Born In Winter,Khruangbin,calm,,LYRICS_NOT_FOUND
The Artifact & Living,Michael Andrews,joy,,LYRICS_NOT_FOUND
An Ending (Ascent),Brian Eno,reflective,,LYRICS_NOT_FOUND
Mílanó,Sigur Rós,reflective,,LYRICS_NOT_FOUND
Near Light,Ólafur Arnalds,sadness,,LYRICS_NOT_FOUND
Angel Echoes,Four Tet,reflective,,LYRICS_NOT_FOUND
A Day Without Rain,Enya,reflective,,LYRICS_NOT_FOUND
Chord Left,Agnes Obel,neutral,,LYRICS_NOT_FOUND
Adelma,Grizzly Bear,sadness,,LYRICS_NOT_FOUND
Boadicea,Enya,calm,,LYRICS_NOT_FOUND
In Church,M83,reflective,,LYRICS_NOT_FOUND
Rachel's Song,Vangelis,reflective,,LYRICS_NOT_FOUND
Things Left Unsaid,Pink Floyd,reflective,,LYRICS_NOT_FOUND
Tokka,Agnes Obel,sadness,,LYRICS_NOT_FOUND
"On a White Lake, Near a Green Mountain",M83,joy,,LYRICS_NOT_FOUND
13 Angels Standing Guard 'round the Side of Your Bed,A Silver Mt. Zion,reflective,,LYRICS_NOT_FOUND
Shepherd Moons,Enya,calm,,LYRICS_NOT_FOUND
Ascend to Oblivion,God Is An Astronaut,reflective,,LYRICS_NOT_FOUND
Noise,M83,reflective,,LYRICS_NOT_FOUND
The Haunting Idle,The War on Drugs,neutral,,LYRICS_NOT_FOUND
Says,Nils Frahm,sadness,,LYRICS_NOT_FOUND
Sigur 1 (Untitled),Sigur Rós,reflective,,LYRICS_NOT_FOUND
You’re So Very Far Away,Clem Leek,sadness,,LYRICS_NOT_FOUND
Tango to Evora,Loreena McKennitt,reflective,,LYRICS_NOT_FOUND
Natural Cause,Emancipator,reflective,,LYRICS_NOT_FOUND
The Memory Of Trees,Enya,calm,,LYRICS_NOT_FOUND
Beauties Can Die,M83,calm,,LYRICS_NOT_FOUND
Turkey Dog Coma,Flying Lotus,sadness,,LYRICS_NOT_FOUND
Dögun,Sigur Rós,reflective,,LYRICS_NOT_FOUND
PBS,Tycho,sadness,,LYRICS_NOT_FOUND
Turtles,Flying Lotus,sadness,,LYRICS_NOT_FOUND
Beskhu3epnm,Aphex Twin,sadness,,LYRICS_NOT_FOUND
Daníell in the Sea,Jónsi & Alex,calm,,LYRICS_NOT_FOUND
Fifth Ave,Gold Panda,sadness,,LYRICS_NOT_FOUND
"Waves, waves, waves",M83,reflective,,LYRICS_NOT_FOUND
Hjartað Hamast,Sigur Rós,reflective,,LYRICS_NOT_FOUND
Obligatory Cadence,Flying Lotus,sadness,,LYRICS_NOT_FOUND
Marco Polo,Loreena McKennitt,joy,,LYRICS_NOT_FOUND
Untitled 2,Sigur Rós,reflective,,LYRICS_NOT_FOUND
Words of Amber,Ólafur Arnalds,sadness,,LYRICS_NOT_FOUND
Indian Summer,Jónsi & Alex,reflective,,LYRICS_NOT_FOUND
Stirring,Flying Lotus,sadness,,LYRICS_NOT_FOUND
Feels,Giraffage,reflective,,LYRICS_NOT_FOUND
Dreamdance,Amethystium,reflective,,LYRICS_NOT_FOUND
Fairytale,Enya,sadness,,LYRICS_NOT_FOUND
Garden of Sakuntala,Amethystium,calm,,LYRICS_NOT_FOUND
The Garden of Zephirus,Dead Can Dance,reflective,,LYRICS_NOT_FOUND
Pearly-Dewdrops' Drops,Cocteau Twins,sadness,,LYRICS_NOT_FOUND
Gretchen Ross,Michael Andrews,reflective,,LYRICS_NOT_FOUND
Ariadne,Dead Can Dance,sadness,,LYRICS_NOT_FOUND
Lothlorien,Enya,calm,,LYRICS_NOT_FOUND
Untitled 6,Sigur Rós,reflective,,LYRICS_NOT_FOUND
Sigur 4 (Untitled),Sigur Rós,sadness,,LYRICS_NOT_FOUND
Anything You Synthesize,The American Dollar,reflective,,LYRICS_NOT_FOUND
Film Credits,Ólafur Arnalds,sadness,,LYRICS_NOT_FOUND
The First of Autumn,Enya,sadness,,LYRICS_NOT_FOUND
Windfall,Dead Can Dance,sadness,,LYRICS_NOT_FOUND
Are You Awake?,Kevin Shields,reflective,,LYRICS_NOT_FOUND
Untitled 7,Sigur Rós,reflective,,LYRICS_NOT_FOUND
The Fatal Impact,Dead Can Dance,reflective,,LYRICS_NOT_FOUND
Only the Winds,Ólafur Arnalds,sadness,,LYRICS_NOT_FOUND
Always Returning,Brian Eno,sadness,,LYRICS_NOT_FOUND
Popplagið,Sigur Rós,neutral,,LYRICS_NOT_FOUND
Just Us,Shlohmo,neutral,,LYRICS_NOT_FOUND
The Highest Journey,M83,reflective,,LYRICS_NOT_FOUND
Ágúst,Ólafur Arnalds,sadness,,LYRICS_NOT_FOUND
Sudden Throw,Ólafur Arnalds,sadness,,LYRICS_NOT_FOUND
From Past to Present,Jeremy Soule,sadness,,LYRICS_NOT_FOUND
Game Of Thrones,Ramin Djawadi,joy,,LYRICS_NOT_FOUND
Time Travel,Michael Andrews,reflective,,LYRICS_NOT_FOUND
恢复,２８１４,sadness,,LYRICS_NOT_FOUND
Went Missing,Nils Frahm,sadness,,LYRICS_NOT_FOUND
Hammers,Nils Frahm,sadness,,LYRICS_NOT_FOUND
Gay Angels,Perfume Genius,reflective,,LYRICS_NOT_FOUND
Hymn to the Sea,James Horner,neutral,,LYRICS_NOT_FOUND
Fivefold,Agnes Obel,sadness,,LYRICS_NOT_FOUND
Indus,Dead Can Dance,reflective,,LYRICS_NOT_FOUND
Against The Sky - 2005 Digital Remaster,Harold Budd,sadness,,LYRICS_NOT_FOUND
Aquarium,Casino Versus Japan,reflective,,LYRICS_NOT_FOUND
Theme of Laura (Reprise),Akira Yamaoka,sadness,,LYRICS_NOT_FOUND
aisatsana [102],Aphex Twin,calm,,LYRICS_NOT_FOUND
Nanou 2,Aphex Twin,calm,,LYRICS_NOT_FOUND
Ashoken Farewell,Goldmund,calm,,LYRICS_NOT_FOUND
Elk River,Six Organs of Admittance,calm,,LYRICS_NOT_FOUND
Held,Holy Other,calm,,LYRICS_NOT_FOUND
Space Lion,The Seatbelts,calm,,LYRICS_NOT_FOUND
Hoist Anchor,Hanne Hukkelberg,calm,,LYRICS_NOT_FOUND
Amazing Grace,Goldmund,calm,,LYRICS_NOT_FOUND
Pavane Op.50,Gabriel Fauré,calm,,LYRICS_NOT_FOUND
Madness,TOKiMONSTA,calm,,LYRICS_NOT_FOUND
28 Days Later - In the House-In a Heartbeat,London Music Works,calm,,LYRICS_NOT_FOUND
Face In The Photograph,Yanni,calm,,LYRICS_NOT_FOUND
Awaiting Elemental Meltdown,The Six Parts Seven,calm,,LYRICS_NOT_FOUND
Madeleine,The Durutti Column,calm,,LYRICS_NOT_FOUND
"The Black Hawk War, Or, How To Demolish An Entire Civilization And Still Feel Good About Yourself In The Morning, Or, We Apologize For The Inconvenience But You're Gonna Have To Leave Now, Or, 'I Have Fought The Big Knives And Will Continue To Fight...",Sufjan Stevens,calm,,LYRICS_NOT_FOUND
Amber,Mannheim Steamroller,calm,,LYRICS_NOT_FOUND
Hallelujah,Jake Shimabukuro,calm,,LYRICS_NOT_FOUND
Manhã de Carnaval,Luiz Bonfá,calm,,LYRICS_NOT_FOUND
The Death of General Wolfe,Goldmund,calm,,LYRICS_NOT_FOUND
I Will Never Love Again,Mark Knopfler,calm,,LYRICS_NOT_FOUND
Guide My Sword,Mark Knopfler,calm,,LYRICS_NOT_FOUND
River of Life,Paweł Błaszczak,calm,,LYRICS_NOT_FOUND
Prelude In E Minor Op.28/4,Frédéric Chopin,calm,,LYRICS_NOT_FOUND
Gentle,Isaac Shepard,calm,,LYRICS_NOT_FOUND
Desert Village,Celestial Aeon Project,calm,,LYRICS_NOT_FOUND
Morning at the River Bench,Gandalf,calm,,LYRICS_NOT_FOUND
Day By Day,Najee,calm,,LYRICS_NOT_FOUND
Snowflakes,Celestial Aeon Project,calm,,LYRICS_NOT_FOUND
Keep It Simple,Tommy Emmanuel,calm,,LYRICS_NOT_FOUND
The Bells Of Lal (Part One),Joe Satriani,calm,,LYRICS_NOT_FOUND
Do You Remember,Adam Skorupa,calm,,LYRICS_NOT_FOUND
Kristen's Serenade,Kevin Kern,calm,,LYRICS_NOT_FOUND
Tears in My Eyes,Cécile Corbel,calm,,LYRICS_NOT_FOUND
With You,Cécile Corbel,calm,,LYRICS_NOT_FOUND
Apocalypse Des Animaux,Vangelis,calm,,LYRICS_NOT_FOUND
Dub In Ya Mind [Beach club mix],Afterlife,calm,,LYRICS_NOT_FOUND
Tears for Jerusalem,Tommy Emmanuel,calm,,LYRICS_NOT_FOUND
"He Ain't Heavy, He's My Brother",Tommy Emmanuel,calm,,LYRICS_NOT_FOUND
Hjartad Hamast,Sigur Rós,romantic,,LYRICS_NOT_FOUND
Tres Avisos,Calexico,romantic,,LYRICS_NOT_FOUND
What Does Your Soul Look Like (Part 1): Blue Sky Revisit / Transmission 3,DJ Shadow,romantic,,LYRICS_NOT_FOUND
The Waggoner's Lad,Bert Jansch,romantic,,LYRICS_NOT_FOUND
Bright Eyes,Simon & Garfunkel,romantic,,LYRICS_NOT_FOUND
The Box Part 1,Orbital,romantic,,LYRICS_NOT_FOUND
Milonga Del Ángel,Astor Piazzolla,romantic,,LYRICS_NOT_FOUND
waiting so long,Sam Gellaitry,romantic,,LYRICS_NOT_FOUND
Marla (Album Version),The Dust Brothers,romantic,,LYRICS_NOT_FOUND
SUMMER GODDESS,"SOIL & ""PIMP"" Sessions",romantic,,LYRICS_NOT_FOUND
Vivo Sonhando,Antonio Carlos Jobim,romantic,,LYRICS_NOT_FOUND
Hello!,Explosions in the Sky,reflective,,LYRICS_NOT_FOUND
Interlude Pt 1,Chiodos,reflective,,LYRICS_NOT_FOUND
Elevator Song (feat. Ren Ford),Keaton Henson,reflective,,LYRICS_NOT_FOUND
Minuet for a Cheap Piano Number Two,A Winged Victory for the Sullen,reflective,,LYRICS_NOT_FOUND
Getting Through,Helios,reflective,,LYRICS_NOT_FOUND
The Immaculate Misconception,Antimatter,reflective,,LYRICS_NOT_FOUND
Journey,Jon Hopkins,reflective,,LYRICS_NOT_FOUND
Laura Palmer's Theme (instrumental),Angelo Badalamenti,reflective,,LYRICS_NOT_FOUND
Nearly Curtains,Keaton Henson,reflective,,LYRICS_NOT_FOUND
We Played Some Open Chords,A Winged Victory for the Sullen,reflective,,LYRICS_NOT_FOUND
Nightfall / Love Theme,Jon Hopkins,reflective,,LYRICS_NOT_FOUND
Reel Life,The Cinematic Orchestra,reflective,,LYRICS_NOT_FOUND
Pomme Fritz (Meat 'N Veg),The Orb,reflective,,LYRICS_NOT_FOUND
Reve,Vangelis,reflective,,LYRICS_NOT_FOUND
Resolution,Jon Brion,reflective,,LYRICS_NOT_FOUND
Ba Benzele,Jon Hassell,reflective,,LYRICS_NOT_FOUND
Afternoon Breaks,Parov Stelar,reflective,,LYRICS_NOT_FOUND
You've Been Spiked,Chris Joss,reflective,,LYRICS_NOT_FOUND
Sleepwalk,California Guitar Trio,sadness,,LYRICS_NOT_FOUND
The Red Rooster (London Sessions w/false start and dialog),Howlin' Wolf,sadness,,LYRICS_NOT_FOUND
Early One Day,Phil Keaggy,sadness,,LYRICS_NOT_FOUND
"I'd Rather Be Blind, Crippled And Crazy",The Derek Trucks Band,sadness,,LYRICS_NOT_FOUND
Summertime Summertime,Various Artists,sadness,,LYRICS_NOT_FOUND
Is There Anybody Here That Love My Jesus,Medeski Martin and Wood,sadness,,LYRICS_NOT_FOUND
An Interlude,The Decemberists,reflective,,LYRICS_NOT_FOUND
Even (Out) +,Stars of the Lid,reflective,,LYRICS_NOT_FOUND
Overture (for Other Halfs),Brian McBride,reflective,,LYRICS_NOT_FOUND
A Lovely Place to Be,Patrick O'Hearn,reflective,,LYRICS_NOT_FOUND
Opus 26,Dustin O'Halloran,reflective,,LYRICS_NOT_FOUND
To the Unknown Man,Vangelis,reflective,,LYRICS_NOT_FOUND
Sweet Nothing Serenade,Ben Harper,reflective,,LYRICS_NOT_FOUND
Ah!,Popol Vuh,reflective,,LYRICS_NOT_FOUND
Tsubasa,M83,reflective,,LYRICS_NOT_FOUND
Discreet Music,Brian Eno,reflective,,LYRICS_NOT_FOUND
In a Broken Dream,UNKLE,reflective,,LYRICS_NOT_FOUND
Twin Peaks Theme (instrumental),Angelo Badalamenti,reflective,,LYRICS_NOT_FOUND
Stratos,Jonn Serrie,reflective,,LYRICS_NOT_FOUND
23 Go in to End,John Frusciante,reflective,,LYRICS_NOT_FOUND
Pure Essence,Maneesh De Moor,reflective,,LYRICS_NOT_FOUND
Sequent C',Tangerine Dream,reflective,,LYRICS_NOT_FOUND
Our Hearts Condemn Us,Jozef van Wissem,reflective,,LYRICS_NOT_FOUND
Illumination of the Heart,Deuter,reflective,,LYRICS_NOT_FOUND
Evensong,Secret Garden,reflective,,LYRICS_NOT_FOUND
The Seventh Proof,Soulsavers,reflective,,LYRICS_NOT_FOUND
The Big Blue Overture,Eric Serra,reflective,,LYRICS_NOT_FOUND
Wood Fairy,Kitaro,reflective,,LYRICS_NOT_FOUND
Escape from Gravity,Deuter,reflective,,LYRICS_NOT_FOUND
The Nest that Sailed the Sky,Peter Gabriel,reflective,,LYRICS_NOT_FOUND
Callin' Venus,Jazzamor,reflective,,LYRICS_NOT_FOUND
Maenam,Jami Sieber,reflective,,LYRICS_NOT_FOUND
Skinny Trees,A Dancing Beggar,reflective,,LYRICS_NOT_FOUND
Growing Waterwings,Oliveray,reflective,,LYRICS_NOT_FOUND
Lovesong from the Mountains,Deuter,reflective,,LYRICS_NOT_FOUND
Reflection,Liquid Mind,reflective,,LYRICS_NOT_FOUND
Desolation Path,Vangelis,reflective,,LYRICS_NOT_FOUND
Shizuku,Kitaro,reflective,,LYRICS_NOT_FOUND
Yellow Mandala,Deuter,reflective,,LYRICS_NOT_FOUND
Forgiven,Blue Stone,reflective,,LYRICS_NOT_FOUND
Shanti (Peace Out),MC Yogi,reflective,,LYRICS_NOT_FOUND
Citadel,Celestial Aeon Project,reflective,,LYRICS_NOT_FOUND
In Reverence,David Tolk,reflective,,LYRICS_NOT_FOUND
Sleeping Woman,Luis Perez,reflective,,LYRICS_NOT_FOUND
Angel's Redemption,Celestial Aeon Project,reflective,,LYRICS_NOT_FOUND
Angelic Voices,B-Tribe,reflective,,LYRICS_NOT_FOUND
Summer Prelude,Peter Kater,reflective,,LYRICS_NOT_FOUND
Red Horizon,Lisa Gerrard,reflective,,LYRICS_NOT_FOUND
Under the Wings of Blessing,Nawang Khechog,reflective,,LYRICS_NOT_FOUND
Ancient Of Wind,Kitaro,reflective,,LYRICS_NOT_FOUND
Whirling Dervish,Omar Faruk Tekbilek,reflective,,LYRICS_NOT_FOUND
Spira,Lemongrass,reflective,,LYRICS_NOT_FOUND
The Winding Path,Kevin Kern,reflective,,LYRICS_NOT_FOUND
City Of Peace,Govinda,reflective,,LYRICS_NOT_FOUND
The Stone And The Green World,Kitaro,reflective,,LYRICS_NOT_FOUND
Offering,Ravi Shankar,reflective,,LYRICS_NOT_FOUND
Live Throbbe,Ozric Tentacles,reflective,,LYRICS_NOT_FOUND
A Daily Prayer and Practice of the Dalai Lama,Nawang Khechog,reflective,,LYRICS_NOT_FOUND
Hearts Awakening,Parijat,reflective,,LYRICS_NOT_FOUND
Little Flower Garden,Djivan Gasparyan,reflective,,LYRICS_NOT_FOUND
Spirit Of Harp,Kitaro,reflective,,LYRICS_NOT_FOUND
Day Is Done,"Peter, Paul & Mary",reflective,,LYRICS_NOT_FOUND
(Cloud Dead Number Five) (1),cLOUDDEAD,reflective,,LYRICS_NOT_FOUND
Thais: Meditation,Jules Massenet,reflective,,LYRICS_NOT_FOUND
Slight Domestic,Mogwai,reflective,,LYRICS_NOT_FOUND
Wisdom And Compassion,Nawang Khechog,reflective,,LYRICS_NOT_FOUND
Daybreak Vision,R. Carlos Nakai,reflective,,LYRICS_NOT_FOUND
piobmx,Autechre,reflective,,LYRICS_NOT_FOUND
