track,artist,final_emotion,lyrics,reason
With Rainy Eyes (feat Emancipator),Nujabes,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Van Den Budenmayer - Funeral Music (winds),Zbigniew Preisner,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Suspiria (Daemonia version),Goblin,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
15 Ghosts II,Nine Inch Nails,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
"Danse macabre in G minor, Op. 40",Camille Saint-Saëns,reflective,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Hands of Small Children,Marilyn Manson,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Ensurance Trap,Michael Andrews,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Ascension,Dead Can Dance,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Halloween Theme - Main Title,John Carpenter,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Great Pumpkin Waltz,Vince Guaraldi Trio,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Overture,DeVotchKa,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Haunting & Heartbreaking,Angelo Badalamenti,neutral,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Silent Heaven,Akira Yamaoka,neutral,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Innocent Moon,Akira Yamaoka,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Vampire Hunters,Wojciech Kilar,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Profondo Rosso,Goblin,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Spiders,John Williams,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Introduction,Danny Elfman,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Halloween Theme,John Carpenter,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Gnossienne No.1,Erik Satie,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Fever Chill,Akira Yamaoka,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Phantom,The Residents,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Hunt Builds,Wojciech Kilar,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Arrival on Dagobah,John Williams,neutral,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Abyssinia,Patti Smith,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Night on Bald Mountain,Modest Petrovich Mussorgsky,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Dracula - The Beginning,Wojciech Kilar,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
No Body,Anna von Hausswolff,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Wise Blood,Soulsavers,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Mina's Photo,Wojciech Kilar,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
World of Goo Beginning,Kyle Gabler,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Sakrileg,sToa,neutral,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
enemy unseen,鷺巣詩郎,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Twilight Zone,The Ventures,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Failure33 Object,John Frusciante,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Eldritch Rites,Nox Arcana,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Dave the Butcher [instrumental],Tom Waits,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Stars Align,Nox Arcana,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Fire And Brimstone,Chris Vrenna,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Reveil en sursaut d'un rêve,Cinema Strange,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Darkness Descends,Midnight Syndicate,sadness,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Rat Salad (Alternative Mix),Black Sabbath,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Lady Dada's Nightmare,MGMT,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
March of the Meanies,The Beatles,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Ribs Out,Fuck Buttons,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Aunt Eggma Blowtorch,Neutral Milk Hotel,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
"I'm Sam Bell, Too...",Clint Mansell,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Onions Wrapped in Rubber,Tortoise,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Zala,Plaid,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Maternal Heart,Akira Yamaoka,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Icct Hedral (Philip Glass Orchestration),Aphex Twin,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Meeting Tom Riddle,John Williams,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
L'esprit des Gabriel,Hans Zimmer,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Last Mariachi,Akira Yamaoka,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Threnody for the Victims of Hiroshima,Krzysztof Penderecki,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Sigur 9B (untitled),Sigur Rós,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Not Tomorrow 2,Akira Yamaoka,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Black Star,Lustmord,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
My Heaven,Akira Yamaoka,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Polymorphia,Krzysztof Penderecki,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Comb of the Winds,Enya,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Eva-00,鷺巣詩郎,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Valkyrie: Ride of the Valkyries,London Philharmonic Orchestra & David Parry,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
De natura sonoris No. 1,Krzysztof Penderecki,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
De natura sonoris No. 2,Krzysztof Penderecki,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Dénouement,John 5,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Atomised,Forss,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Awakening of Jacob,Krzysztof Penderecki,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Story...,Danny Elfman,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
95,The Berzerker,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Shape Lurks,John Carpenter,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Last Breath,Normand Corbeil,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Invierno,Natalia Lafourcade,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Shape Stalks,John Carpenter,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
The Box (untitled version 1),Orbital,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
Larks' Tongues In Aspic (Part 1),King Crimson,fear,LYRICS_NOT_FOUND,LYRICS_NOT_FOUND
